Nom,Adresse,Ville,Metier_normalise,Heures_ouverture,Nombre_avis,Note,Jours_fermeture,Date_introduction,Date_verification,Filtré,Actif
SOS Médecins Marseille,"23 Rue Capitaine Dessemond, 13007 Marseille, France",Marseille,Médecin,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Ouvert 24h/24,491,3.3,6,2025-10-22,2025-10-24,Non,Oui
SPAR,"75 Rue Francis Davso, 13001 Marseille, France",Marseille,Superette,lundi: 07:00 – 22:00; mardi: 07:00 – 22:00; mercredi: 07:00 – 22:00; jeudi: 07:00 – 22:00; vendredi: 07:00 – 22:00; samedi: 07:00 – 22:00; dimanche: 07:00 – 22:00,36,3,0,2025-10-22,2025-10-24,Non,Oui
Stock Italia,"8 Rte des Pautes aux Eymins, 38430 Moirans, France",Moirans,Superette,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,516,4.4,1,2025-10-22,2025-10-24,Non,Oui
Sud Est Marée,"625 Chem. du Littoral, 13016 Marseille, France",Marseille,Poissonnerie,,,,,2025-10-22,2025-10-22,Non,Oui
Superette du panier,"18 Rue Caisserie, 13002 Marseille, France",Marseille,Superette,lundi: 07:30 – 00:00; mardi: 07:30 – 00:00; mercredi: 07:30 – 00:00; jeudi: 07:30 – 00:00; vendredi: 07:30 – 00:00; samedi: 07:30 – 00:00; dimanche: 07:30 – 00:00,86,4.8,0,2025-10-22,2025-10-24,Non,Oui
Supérette,"41 Rue Montolieu, 13002 Marseille, France",Marseille,Superette,lundi: 08:00 – 00:00; mardi: 08:00 – 00:00; mercredi: 08:00 – 00:00; jeudi: 08:00 – 00:00; vendredi: 08:00 – 00:00; samedi: 08:00 – 00:00; dimanche: 08:00 – 00:00,18,4.2,0,2025-10-22,2025-10-24,Non,Oui
Supérette 7/7,"50 Rue Château Payan, 13006 Marseille, France",Marseille,Superette,lundi: 06:00 – 02:30; mardi: 06:00 – 02:00; mercredi: 06:00 – 02:00; jeudi: 06:00 – 02:00; vendredi: 06:00 – 04:00; samedi: 06:00 – 04:00; dimanche: 06:00 – 02:00,107,5,0,2025-10-22,2025-10-24,Non,Oui
Syndicat des Vins de l'Isère,"1052 Rte de Champ Chabert, 38500 La Buisse, France",La Buisse,Vin_Spritueux,lundi: 09:00 – 18:00; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Fermé,0,0.0,4,2025-10-22,2025-10-24,Non,Oui
Tayen VTC Chauffeur privé,"13012 Marseille, France",Marseille,Chauffeur,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Ouvert 24h/24,50,5,6,2025-10-22,2025-10-24,Non,Oui
"Terre de Yogis, le bien être en mouvement","69 Rue de la République, 38430 Moirans, France",Moirans,Enseignant,,,,,2025-10-22,2025-10-22,Non,Oui
Tonton Eustache - Fromagerie Marseille,"182 Av. du 24 Avril 1915, 13012 Marseille, France",Marseille,Fromagerie_Laiterie,"lundi: Fermé; mardi: 09:30 – 13:00, 16:00 – 19:30; mercredi: 09:30 – 13:00, 16:00 – 19:30; jeudi: 09:30 – 13:00, 16:00 – 19:30; vendredi: 09:30 – 13:00, 16:00 – 19:30; samedi: 09:30 – 13:00, 16:00 – 19:30; dimanche: 09:30 – 12:30",102,5,1,2025-10-22,2025-10-24,Non,Oui
TONTON EUSTACHE CHAVE - FROMAGERIE,"88 Bd Chave, 13005 Marseille, France",Marseille,Fromagerie_Laiterie,"lundi: Fermé; mardi: 10:00 – 13:00, 16:00 – 19:30; mercredi: 10:00 – 13:00, 16:00 – 19:30; jeudi: 10:00 – 13:00, 16:00 – 19:30; vendredi: 10:00 – 13:00, 16:00 – 19:30; samedi: 10:00 – 13:00, 16:00 – 19:30; dimanche: 10:00 – 12:30",60,4.6,1,2025-10-22,2025-10-24,Non,Oui
Traiteur Comme A La Maison,"124 Bd Chave, 13005 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: 08:30 – 19:00; mardi: 08:30 – 19:00; mercredi: 08:30 – 19:00; jeudi: 08:30 – 19:00; vendredi: 08:30 – 19:00; samedi: 09:30 – 13:00; dimanche: Fermé,126,4.5,1,2025-10-22,2025-10-24,Non,Oui
Tristan Coiffeur mixte et barbier,"8 Rue Grande, 38500 Voiron, France",Voiron,Coiffeur_Barbier,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 16:00; dimanche: Fermé,457,4.9,1,2025-10-22,2025-10-24,Non,Oui
U Mio Paese épicerie Corse,"2 Rue George, 13004 Marseille, France",Marseille,Superette,"lundi: Fermé; mardi: 09:00 – 12:30, 15:00 – 19:00; mercredi: 09:00 – 12:30, 15:00 – 19:00; jeudi: 09:00 – 12:30, 15:00 – 19:00; vendredi: 09:00 – 12:30, 15:00 – 19:00; samedi: 09:00 – 12:30, 15:00 – 19:00; dimanche: Fermé",175,4.7,2,2025-10-22,2025-10-24,Non,Oui
V-Transport Express,"Pl. des Remparts, 38430 Moirans, France",Moirans,Chauffeur,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Ouvert 24h/24,1,5,6,2025-10-22,2025-10-24,Non,Oui
Vin à Cœur,"16 Av. Général de Gaulle, 38120 Saint-Égrève, France",Saint-Égrève,Vin_Spritueux,"lundi: Fermé; mardi: 09:00 – 12:30, 15:00 – 19:00; mercredi: 09:00 – 12:30, 15:00 – 19:00; jeudi: 09:00 – 12:30, 15:00 – 19:00; vendredi: 09:00 – 12:30, 15:00 – 19:00; samedi: 09:00 – 12:30, 15:00 – 19:00; dimanche: Fermé",118,4.7,2,2025-10-22,2025-10-24,Non,Oui
"Vincent DUCASSE - William FLORY, Notaires associés","2 Rue Saint-Jacques, 13006 Marseille, France",Marseille,Notaire,lundi: 09:00 – 18:00; mardi: 09:00 – 18:00; mercredi: 09:00 – 18:00; jeudi: 09:00 – 18:00; vendredi: 09:00 – 17:00; samedi: Fermé; dimanche: Fermé,43,4.9,2,2025-10-22,2025-10-24,Non,Oui
Voiron Laurent,"Rue de Chaponnière, 38470 Cognin-les-Gorges, France",Cognin-les-Gorges,Boucherie_traiteur_rotisseur,"lundi: 09:00 – 15:00; mardi: 08:30 – 18:30; mercredi: 08:30 – 18:30; jeudi: 08:30 – 18:30; vendredi: 08:30 – 18:30; samedi: 08:30 – 13:00, 15:30 – 18:30; dimanche: Fermé",19,4.5,1,2025-10-22,2025-10-24,Non,Oui
VTC Marseille - Transport 13 Elegant - Chauffeur privé Marseille,"37 Bd Ferdinand Négro, 13012 Marseille, France",Marseille,Chauffeur,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Ouvert 24h/24,172,5,6,2025-10-22,2025-10-24,Non,Oui
VTC Marseille Evasion Drivers,"17 Trav. Rey, 13016 Marseille, France",Marseille,Chauffeur,lundi: 08:00 – 20:00; mardi: 08:00 – 20:00; mercredi: 08:00 – 20:00; jeudi: 08:00 – 20:00; vendredi: 08:00 – 20:00; samedi: 09:00 – 20:00; dimanche: 09:00 – 20:00,136,5,0,2025-10-22,2025-10-24,Non,Oui
VTC Sur Mesure – Chauffeur Privé Haut de Gamme en Provence-Alpes-Côte d’Azur,"40 Rue Daumier, 13008 Marseille, France",Marseille,Chauffeur,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Ouvert 24h/24,140,5,6,2025-10-22,2025-10-24,Non,Oui
École Intuit Lab Marseille,"58 Rue de la Joliette, 13002 Marseille, France",Marseille,Enseignant,lundi: 09:00 – 18:00; mardi: 09:00 – 18:00; mercredi: 09:00 – 18:00; jeudi: 09:00 – 18:00; vendredi: 09:00 – 18:00; samedi: Fermé; dimanche: Fermé,20,4.2,2,2025-10-22,2025-10-24,Non,Oui
École primaire Simone Veil III,"26 Pl. de l'Assemblée Départementale, 38430 Moirans, France",Moirans,Enseignant,,,,,2025-10-22,2025-10-22,Non,Oui
École Élémentaire Publique Gérard Philipe,"Rue des Ouvriers Papetiers, 38430 Moirans, France",Moirans,Enseignant,Non disponible,0,0.0,0,2025-10-22,2025-10-24,Non,Oui
Élégance coiffure et barber,"73 Av. de la Patinière, 38500 Voiron, France",Voiron,Coiffeur_Barbier,,,,,2025-10-22,2025-10-22,Non,Oui
Épicerie fine SABIN,"33 Av. de Lanessan, 69410 Champagne-au-Mont-d'Or, France",Champagne-au-Mont-d'Or,Superette,"lundi: Fermé; mardi: Fermé; mercredi: 10:00 – 14:00, 16:00 – 19:00; jeudi: 10:00 – 14:00, 16:00 – 19:00; vendredi: 10:00 – 14:00, 16:00 – 19:00; samedi: 09:00 – 16:00; dimanche: 09:00 – 13:00",21,4.8,2,2025-10-22,2025-10-24,Non,Oui
️ ABC GESTION 13 - CABINET EXPERTISE COMPTABLE,"IMMEUBLE HOM, 3 Imp. Maria Mauban, 13012 Marseille, France",Marseille,Comptable,,,,,2025-10-22,2025-10-22,Non,Oui
La Boulangerie,"94 Rue Saint-Savournin, 13001 Marseille, France",Marseille,Boulanger_Patissier,"lundi: Fermé; mardi: 08:00 – 13:30, 16:30 – 19:30; mercredi: 08:00 – 13:30, 16:30 – 19:30; jeudi: 08:00 – 13:30, 16:30 – 19:30; vendredi: 08:00 – 13:30, 16:30 – 19:30; samedi: 08:00 – 13:30, 16:30 – 19:30; dimanche: Fermé",37,4.5,2,2025-10-24,2025-10-24,Non,Oui
AMOUR ET DELICES,"32 Av. François Mitterrand, 38500 Voiron, France",Voiron,Boulanger_Patissier,lundi: Fermé; mardi: 08:00 – 18:00; mercredi: 08:00 – 18:00; jeudi: 08:00 – 18:00; vendredi: 08:00 – 18:00; samedi: 08:00 – 18:00; dimanche: Fermé,18,5,2,2025-10-24,2025-10-24,Non,Oui
Les Douceurs de Flav' (uniquement sur commande),"42 Rue du Garat, 38500 Voiron, France",Voiron,Boulanger_Patissier,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: 09:00 – 19:00,57,4.9,0,2025-10-24,2025-10-24,Non,Oui
Le Pain Gourmand,"Rue de Bir Hakeim, 13001 Marseille, France",Marseille,Boulanger_Patissier,lundi: 07:15 – 19:00; mardi: 07:15 – 19:00; mercredi: 07:15 – 19:00; jeudi: 07:15 – 19:00; vendredi: 07:15 – 19:00; samedi: 10:00 – 19:00; dimanche: Fermé,284,4.5,1,2025-10-24,2025-10-24,Non,Oui
Feuilletage,"16 RUE HENRI JURAMY, 13004 Marseille, France",Marseille,Boulanger_Patissier,lundi: Fermé; mardi: 07:00 – 19:00; mercredi: 07:00 – 19:00; jeudi: 07:00 – 19:00; vendredi: 07:00 – 19:00; samedi: 07:00 – 19:00; dimanche: 07:00 – 19:00,103,5,1,2025-10-24,2025-10-24,Non,Oui
Espace Frange,"103 La Canebière, 13001 Marseille, France",Marseille,Coiffeur_Barbier,lundi: Fermé; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 18:00; dimanche: Fermé,170,4.7,2,2025-10-24,2025-10-24,Non,Oui
My Barber Anis,"7 Rue Vicat, 38000 Grenoble, France",Grenoble,Coiffeur_Barbier,"lundi: 09:30 – 12:30, 14:00 – 19:30; mardi: 09:30 – 12:30, 14:00 – 19:30; mercredi: 09:30 – 12:30, 14:00 – 19:30; jeudi: 09:30 – 12:30, 14:00 – 19:30; vendredi: 09:30 – 12:30, 14:00 – 19:30; samedi: 09:30 – 12:30, 14:00 – 19:30; dimanche: Fermé",54,4.9,1,2025-10-24,2025-10-24,Non,Oui
ZK HAIR Barber 💈,"9 Rue Paul Bert, 38000 Grenoble, France",Grenoble,Coiffeur_Barbier,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,109,5,1,2025-10-24,2025-10-24,Non,Oui
Sey Barbershop,"17 Bd Gambetta, 38000 Grenoble, France",Grenoble,Coiffeur_Barbier,"lundi: Fermé; mardi: 09:30 – 12:00, 13:00 – 19:00; mercredi: 09:30 – 12:00, 13:00 – 19:00; jeudi: 09:30 – 12:00, 13:00 – 19:00; vendredi: 09:30 – 12:00, 13:00 – 19:00; samedi: 09:30 – 12:00, 13:00 – 19:00; dimanche: Fermé",485,4.8,2,2025-10-24,2025-10-24,Non,Oui
Barber Club Grenoble,"10 Rue Clôt Bey, 38000 Grenoble, France",Grenoble,Coiffeur_Barbier,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,706,4.9,1,2025-10-24,2025-10-24,Non,Oui
CHD Energies,"1000 Chem. des Gorgeraux, 38210 Saint-Quentin-sur-Isère, France",Saint-Quentin-sur-Isère,Plombier,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Fermé; dimanche: Fermé,5,5,5,2025-10-24,2025-10-24,Non,Oui
Cabinet d'ostéopathie Bergeron et Vacogne - Moirans,"85 Rue de la République, 38430 Moirans, France",Moirans,Médecin,lundi: 08:45 – 19:30; mardi: 08:45 – 19:30; mercredi: 08:45 – 19:30; jeudi: 08:45 – 19:30; vendredi: 08:45 – 19:30; samedi: 08:45 – 13:30; dimanche: Fermé,5,4.8,1,2025-10-24,2025-10-24,Non,Oui
Kaddur Kadija,"Centre médicale du Roy d'Espagne, 6 Bd Velasquez, 13008 Marseille, France",Marseille,Médecin,lundi: 09:00 – 19:00; mardi: Fermé; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 16:00; samedi: Fermé; dimanche: Fermé,18,4.6,3,2025-10-24,2025-10-24,Non,Oui
CARA SANTE Canebière - Médecine Généraliste & Soins infirmiers - Avec ou sans rendez-vous,"54 La Canebière, 13001 Marseille, France",Marseille,Médecin,lundi: 09:00 – 21:00; mardi: 09:00 – 21:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 21:00; vendredi: 09:00 – 21:00; samedi: 09:00 – 21:00; dimanche: 09:00 – 20:00,277,3.9,0,2025-10-24,2025-10-24,Non,Oui
Dr Guillaume BOSCO,"84 Rue de la République, 13002 Marseille, France",Marseille,Médecin,"lundi: 09:00 – 13:00; mardi: 09:00 – 13:00; mercredi: 14:30 – 18:30; jeudi: 09:00 – 13:00; vendredi: 09:00 – 13:00, 14:30 – 18:30; samedi: Fermé; dimanche: Fermé",32,4.8,2,2025-10-24,2025-10-24,Non,Oui
Dr LANKAR Charles,"43 Bd Eugène Pierre, 13005 Marseille, France",Marseille,Médecin,"lundi: 07:00 – 11:30, 16:30 – 18:30; mardi: 07:00 – 11:30, 16:30 – 18:30; mercredi: 07:00 – 11:30, 16:30 – 18:30; jeudi: 07:00 – 11:30, 16:30 – 18:30; vendredi: 07:00 – 11:30, 16:30 – 18:30; samedi: Fermé; dimanche: Fermé",59,4.4,2,2025-10-24,2025-10-24,Non,Oui
Docteur Didier Ronflé,"3 Imp. Sylvestre, 13013 Marseille, France",Marseille,Médecin,"lundi: 14:00 – 19:00; mardi: 14:00 – 19:00; mercredi: 14:00 – 19:00; jeudi: 14:00 – 19:00; vendredi: 08:15 – 12:00, 15:00 – 19:00; samedi: Fermé; dimanche: Fermé",25,4.6,2,2025-10-24,2025-10-24,Non,Oui
Théry Didier,"53 Rue de Lodi, 13006 Marseille, France",Marseille,Médecin,lundi: 09:00 – 18:30; mardi: 09:00 – 18:30; mercredi: 09:00 – 18:30; jeudi: 09:00 – 18:30; vendredi: 09:00 – 18:30; samedi: 09:00 – 11:00; dimanche: Fermé,35,4.8,1,2025-10-24,2025-10-24,Non,Oui
Alpes Cad Formation,"281 Chem. de Voiron, 38430 Saint-Jean-de-Moirans, France",Saint-Jean-de-Moirans,Enseignant,lundi: 08:00 – 19:00; mardi: 08:00 – 19:00; mercredi: 08:00 – 19:00; jeudi: 08:00 – 19:00; vendredi: 08:00 – 19:00; samedi: 08:00 – 12:00; dimanche: Fermé,1,5,1,2025-10-24,2025-10-24,Non,Oui
La Poste - Centre d’examen du code de la route,"294 Rue de Corporat, 38430 Moirans, France",Moirans,Enseignant,lundi: Fermé; mardi: Fermé; mercredi: 09:00 – 17:00; jeudi: Fermé; vendredi: 09:00 – 17:00; samedi: 09:00 – 17:00; dimanche: Fermé,0,0.0,4,2025-10-24,2025-10-24,Non,Oui
Work in Centr'Alp,"196 C Rue du Rocher de Lorzier, 38430 Moirans, France",Moirans,Enseignant,lundi: 08:30 – 18:00; mardi: 08:30 – 18:00; mercredi: 08:30 – 18:00; jeudi: 08:30 – 18:00; vendredi: 08:30 – 18:00; samedi: Fermé; dimanche: Fermé,1,4,2,2025-10-24,2025-10-24,Non,Oui
AEDVICES Consulting,"166 Rue du Rocher de Lorzier, 38430 Moirans, France",Moirans,Enseignant,lundi: 09:00 – 18:00; mardi: 09:00 – 18:00; mercredi: 09:00 – 18:00; jeudi: 09:00 – 18:00; vendredi: 09:00 – 18:00; samedi: Fermé; dimanche: Fermé,0,0.0,2,2025-10-24,2025-10-24,Non,Oui
École de design ESDAC Marseille,"13 Rue Chevalier Paul, 13002 Marseille, France",Marseille,Enseignant,lundi: 09:00 – 18:00; mardi: 09:00 – 18:00; mercredi: 09:00 – 18:00; jeudi: 09:00 – 18:00; vendredi: 09:00 – 18:00; samedi: Fermé; dimanche: Fermé,67,3.6,2,2025-10-24,2025-10-24,Non,Oui
Sully - Lycée Privé et Enseignement Supérieur,"18 Rue des Bons Enfants, 13006 Marseille, France",Marseille,Enseignant,lundi: 08:00 – 18:00; mardi: 08:00 – 18:00; mercredi: 08:00 – 18:00; jeudi: 08:00 – 18:00; vendredi: 08:00 – 18:00; samedi: Fermé; dimanche: Fermé,56,3.8,2,2025-10-24,2025-10-24,Non,Oui
Ecole Notre Dame de France,"5 Rue Lacedemone, 13006 Marseille, France",Marseille,Enseignant,lundi: 07:30 – 18:00; mardi: 07:30 – 18:00; mercredi: 07:30 – 18:00; jeudi: 07:30 – 18:00; vendredi: 07:30 – 18:00; samedi: Fermé; dimanche: Fermé,0,0.0,2,2025-10-24,2025-10-24,Non,Oui
Faculté d'Économie et de Gestion Marseille Centre . FEG . AMU,"14 Rue Puvis de Chavannes, 13001 Marseille, France",Marseille,Enseignant,lundi: 07:30 – 19:30; mardi: 07:30 – 19:30; mercredi: 07:30 – 19:30; jeudi: 07:30 – 19:30; vendredi: 07:30 – 19:30; samedi: Fermé; dimanche: Fermé,55,2.2,2,2025-10-24,2025-10-24,Non,Oui
École Gan Ami,"47 Rue Saint-Suffren, 13006 Marseille, France",Marseille,Enseignant,lundi: 07:30 – 18:00; mardi: 07:30 – 18:00; mercredi: 07:30 – 18:00; jeudi: 07:30 – 18:00; vendredi: 07:30 – 18:00; samedi: Fermé; dimanche: Fermé,0,0.0,2,2025-10-24,2025-10-24,Non,Oui
Cabinet d'avocats Defenz Marseille,"11 Rue de la République, 13002 Marseille, France",Marseille,Avocat,lundi: 09:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 09:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 19:30; samedi: Fermé; dimanche: Fermé,31,4.8,2,2025-10-24,2025-10-24,Non,Oui
Mariama Millou - Avocate,"42 Rue Sainte, 13001 Marseille, France",Marseille,Avocat,lundi: Ouvert 24h/24; mardi: Ouvert 24h/24; mercredi: Ouvert 24h/24; jeudi: Ouvert 24h/24; vendredi: Ouvert 24h/24; samedi: Ouvert 24h/24; dimanche: Ouvert 24h/24,37,5,6,2025-10-24,2025-10-24,Non,Oui
Muriel Fassié - Avocat en droit du travail à Marseille,"80 Rue Grignan, 13001 Marseille, France",Marseille,Avocat,"lundi: 09:00 – 12:30, 13:30 – 19:00; mardi: 09:00 – 12:30, 13:30 – 19:00; mercredi: 09:00 – 12:30, 13:30 – 19:00; jeudi: 09:00 – 12:30, 13:30 – 19:00; vendredi: 09:00 – 12:30, 13:30 – 19:00; samedi: Fermé; dimanche: Fermé",74,5,2,2025-10-24,2025-10-24,Non,Oui
Maître Fabrice ANDRAC - Avocat accident Marseille,"501 Rue Paradis, 13008 Marseille, France",Marseille,Avocat,lundi: 08:00 – 19:00; mardi: 08:00 – 19:00; mercredi: 08:00 – 19:00; jeudi: 08:00 – 19:00; vendredi: 08:00 – 12:00; samedi: Fermé; dimanche: Fermé,73,4.7,2,2025-10-24,2025-10-24,Non,Oui
Solèmne BARILLE avocat en droit de la famille et pénal MARSEILLE/ Saint Barnabé,"4A Rue Léon Meisserel, 13012 Marseille, France",Marseille,Avocat,lundi: 08:30 – 19:00; mardi: 08:30 – 19:00; mercredi: 08:30 – 19:00; jeudi: 08:30 – 19:00; vendredi: 08:30 – 19:00; samedi: Fermé; dimanche: Fermé,17,5,2,2025-10-24,2025-10-24,Non,Oui
Expert-comptable Cabinet JLJ Compta Marseille Marseille 07,"35 BD AUGUSTIN CIEUSSA, La grande corniche, A1, 13007 Marseille, France",Marseille,Comptable,lundi: 08:30 – 19:00; mardi: 08:30 – 19:00; mercredi: 08:30 – 19:00; jeudi: 08:30 – 19:00; vendredi: 08:30 – 19:00; samedi: Fermé; dimanche: Fermé,2,5,2,2025-10-24,2025-10-24,Non,Oui
"W. EXPERTISE & PARTNERS (INFINI W) | Etienne WEILL, Expert-comptable & Commissaire aux comptes","4 Rue de Cassis, 13008 Marseille, France",Marseille,Comptable,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: Fermé; dimanche: Fermé,13,5,2,2025-10-24,2025-10-24,Non,Oui
Expert Comptable Marseille - Cabinet Mosselmans & Associés,"13 Av. de la Magalone, 13009 Marseille, France",Marseille,Comptable,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: Fermé; dimanche: Fermé,17,4.4,2,2025-10-24,2025-10-24,Non,Oui
